Time (s),Power Consumption (W)
1707454179.0886164,111.72
1707454179.336615,111.22
1707454179.5240712,110.61
1707454179.7776446,109.68
1707454180.1145964,109.18
1707454180.4176123,109.17
1707454180.7228682,109.22
1707454180.9385872,109.27
1707454181.240794,109.34
1707454181.589744,109.34
1707454181.9779289,109.4
1707454182.5802577,109.43
1707454184.0574336,108.98
1707454185.0174408,109.76
1707454185.8342397,110.69
1707454187.171652,127.54
