Time (s),Power Consumption (W)
1707454179.0847876,111.72
1707454179.3265626,111.22
1707454179.5103884,110.61
1707454179.7219143,109.99
1707454180.0511334,109.36
1707454180.3500154,109.15
1707454180.6718366,109.21
1707454180.9735575,109.27
1707454181.291318,109.42
1707454181.6451802,109.34
1707454182.0253623,109.36
1707454182.5765905,109.43
1707454184.1257186,109.11
1707454185.1109807,109.83
1707454185.9441648,111.68
1707454187.2075408,127.53
